time_s,temperature_C,pwm,direction
91.36,32.79,212,COOL
91.86,32.22,212,COOL
92.36,31.75,212,COOL
92.86,31.28,212,COOL
93.36,30.82,212,COOL
93.86,30.26,212,COOL
94.36,29.8,212,COOL
94.86,29.34,212,COOL
95.36,28.89,212,COOL
95.86,28.61,212,COOL
96.36,27.8,212,COOL
96.86,27.62,212,COOL
97.36,27.26,212,COOL
97.86,26.91,212,COOL
98.36,26.46,212,COOL
98.86,25.84,212,COOL
99.36,25.66,212,COOL
99.86,25.48,212,COOL
100.36,25.04,212,COOL
100.86,24.43,212,COOL
101.36,24.25,212,COOL
101.86,23.73,212,COOL
102.36,23.38,212,COOL
102.86,23.03,212,COOL
103.36,22.94,212,COOL
103.86,22.34,212,COOL
104.36,21.99,212,COOL
104.86,21.9,212,COOL
105.36,21.56,212,COOL
105.86,20.87,212,COOL
106.36,20.69,212,COOL
106.86,20.26,212,COOL
107.36,20.18,212,COOL
107.86,19.57,212,COOL
108.36,19.49,212,COOL
108.86,19.23,212,COOL
109.36,18.71,212,COOL
109.86,18.45,212,COOL
110.36,18.28,212,COOL
110.86,17.85,212,COOL
111.36,17.77,212,COOL
111.86,17.08,212,COOL
112.36,16.82,212,COOL
112.86,16.65,212,COOL
113.36,16.3,212,COOL
113.86,15.96,212,COOL
114.36,15.87,212,COOL
114.86,15.44,212,COOL
115.36,15.35,212,COOL
115.86,15.09,212,COOL
116.36,14.66,212,COOL
116.86,14.4,212,COOL
117.36,14.14,212,COOL
117.86,13.96,212,COOL
118.36,13.62,212,COOL
118.86,13.53,212,COOL
119.36,13.09,212,COOL
119.86,12.92,212,COOL
120.36,12.48,212,COOL
120.86,12.39,212,COOL
121.36,12.21,212,COOL
121.86,11.77,212,COOL
122.36,11.6,212,COOL
122.86,11.16,212,COOL
123.36,11.24,212,COOL
123.86,10.98,212,COOL
124.36,10.62,212,COOL
124.86,10.44,212,COOL
125.36,10.0,212,COOL
125.86,10.27,212,COOL
126.36,9.91,212,COOL
126.86,9.55,212,COOL
127.36,9.55,212,COOL
127.86,9.28,212,COOL
128.36,8.65,212,COOL
128.86,8.83,212,COOL
129.36,8.37,212,COOL
129.86,8.28,212,COOL
130.36,8.1,212,COOL
130.86,8.19,212,COOL
131.36,7.64,212,COOL
131.86,7.27,212,COOL
132.36,7.09,212,COOL
132.86,6.9,212,COOL
133.36,6.81,212,COOL
133.86,6.25,212,COOL
134.36,6.53,212,COOL
134.86,6.44,212,COOL
135.36,6.06,212,COOL
135.86,5.78,212,COOL
136.36,5.59,212,COOL
136.86,5.31,212,COOL
137.36,5.02,212,COOL
137.86,4.93,212,COOL
138.36,4.93,212,COOL
138.86,4.74,212,COOL
139.36,4.83,212,COOL
139.86,4.26,212,COOL
140.36,4.26,212,COOL
140.86,3.87,212,COOL
141.36,3.67,212,COOL
141.86,3.77,212,COOL
142.36,3.38,212,COOL
142.86,3.19,212,COOL
143.36,3.09,212,COOL
143.86,2.89,212,COOL
144.36,2.29,212,COOL
144.86,2.59,212,COOL
145.36,2.19,212,COOL
145.86,2.19,212,COOL
146.36,1.69,212,COOL
146.86,1.69,212,COOL
147.36,1.39,212,COOL
147.86,1.59,212,COOL
148.36,1.49,212,COOL
148.86,1.39,212,COOL
149.36,0.98,212,COOL
149.86,0.78,212,COOL
150.36,0.67,212,COOL
150.86,0.47,212,COOL
151.36,0.26,212,COOL
151.86,0.26,212,COOL
152.36,0.15,212,COOL
152.86,-0.26,212,COOL
153.36,-0.16,212,COOL
153.86,-0.37,212,COOL
154.36,-0.69,212,COOL
154.86,-0.69,212,COOL
155.36,-0.79,212,COOL
155.86,-0.79,212,COOL
156.36,-1.11,212,COOL
156.86,-1.33,212,COOL
157.36,-1.54,212,COOL
157.86,-1.65,212,COOL
158.36,-1.98,212,COOL
158.86,-1.87,212,COOL
159.36,-1.98,212,COOL
159.86,-2.31,212,COOL
160.36,-2.42,212,COOL
160.86,-2.53,212,COOL
161.36,-2.31,212,COOL
161.86,-2.75,212,COOL
162.36,-2.86,212,COOL
162.86,-1.65,212,COOL
163.36,-2.97,212,COOL
163.86,-3.09,212,COOL
164.36,-3.2,212,COOL
164.86,-3.31,212,COOL
165.36,-3.54,212,COOL
165.86,-3.76,212,COOL
166.36,-3.76,212,COOL
166.86,-3.65,212,COOL
167.36,-4.22,212,COOL
167.86,-3.99,212,COOL
168.36,-4.11,212,COOL
168.86,-4.22,212,COOL
169.36,-4.22,212,COOL
169.86,-4.81,212,COOL
170.36,-4.69,212,COOL
170.86,-4.46,212,COOL
171.36,-4.81,212,COOL
171.86,-4.92,212,COOL
172.36,-4.81,212,COOL
172.86,-5.4,212,COOL
173.36,-5.4,212,COOL
173.86,-5.28,212,COOL
174.36,-5.52,212,COOL
174.86,-5.52,212,COOL
175.36,-5.52,212,COOL
175.86,-6.0,212,COOL
176.36,-6.0,212,COOL
176.86,-6.24,212,COOL
177.36,-6.12,212,COOL
177.86,-6.24,212,COOL
178.36,-6.49,212,COOL
178.86,-6.73,212,COOL
179.36,-6.73,212,COOL
179.86,-6.86,212,COOL
180.36,-6.86,212,COOL
180.86,-7.11,212,COOL
181.36,-6.86,212,COOL
181.86,-6.73,212,COOL
182.36,-6.73,212,COOL
182.86,-6.98,212,COOL
183.36,-7.36,212,COOL
183.86,-7.36,212,COOL
184.36,-7.61,212,COOL
184.86,-7.74,212,COOL
185.36,-7.74,212,COOL
185.86,-8.0,212,COOL
186.36,-6.36,212,COOL
186.86,-8.25,212,COOL
187.36,-8.25,212,COOL
187.86,-8.25,212,COOL
188.36,-8.13,212,COOL
188.86,-8.65,212,COOL
189.36,-8.25,212,COOL
189.86,-8.91,212,COOL
190.36,-8.65,212,COOL
190.86,-8.78,212,COOL
191.36,-8.65,212,COOL
191.86,-8.51,212,COOL
192.36,-9.04,212,COOL
192.86,-8.91,212,COOL
193.36,-8.65,212,COOL
193.86,-9.18,212,COOL
194.36,-9.58,212,COOL
194.86,-9.18,212,COOL
195.36,-9.44,212,COOL
195.86,-9.44,212,COOL
196.36,-9.58,212,COOL
196.86,-9.85,212,COOL
197.36,-9.71,212,COOL
197.86,-9.71,212,COOL
198.36,-9.99,212,COOL
198.86,-9.71,212,COOL
199.36,-9.85,212,COOL
199.86,-10.68,212,COOL
200.36,-10.4,212,COOL
200.86,-10.12,212,COOL
201.36,-9.99,212,COOL
201.86,-10.4,212,COOL
202.36,-10.54,212,COOL
202.86,-10.68,212,COOL
203.36,-10.4,212,COOL
203.86,-10.4,212,COOL
204.36,-10.54,212,COOL
204.86,-10.4,212,COOL
205.36,-10.82,212,COOL
205.86,-10.68,212,COOL
206.36,-10.54,212,COOL
206.86,-10.68,212,COOL
207.36,-10.82,212,COOL
207.86,-13.16,212,COOL
208.36,-11.24,212,COOL
208.86,-11.68,212,COOL
209.36,-11.39,212,COOL
209.86,-11.82,212,COOL
210.36,-11.68,212,COOL
210.86,-11.82,212,COOL
211.36,-11.53,212,COOL
211.86,-11.68,212,COOL
212.36,-11.68,212,COOL
212.86,-11.53,212,COOL
213.36,-11.97,212,COOL
213.86,-11.39,212,COOL
214.36,-11.68,212,COOL
214.86,-11.68,212,COOL
215.36,-12.11,212,COOL
215.86,-10.82,212,COOL
216.36,-12.71,212,COOL
216.86,-11.53,212,COOL
217.36,-12.26,212,COOL
217.86,-11.97,212,COOL
218.36,-11.97,212,COOL
218.86,-11.97,212,COOL
219.36,-12.41,212,COOL
219.86,-11.97,212,COOL
220.36,-12.41,212,COOL
220.86,-11.97,212,COOL
221.36,-11.82,212,COOL
221.86,-12.41,212,COOL
222.36,-12.56,212,COOL
222.86,-12.26,212,COOL
223.36,-12.71,212,COOL
223.86,-11.97,212,COOL
224.36,-12.26,212,COOL
224.86,-13.16,212,COOL
225.36,-13.16,212,COOL
225.86,-12.56,212,COOL
226.36,-12.41,212,COOL
226.86,-12.11,212,COOL
227.36,-12.56,212,COOL
227.86,-13.32,212,COOL
228.36,-12.41,212,COOL
228.86,-13.16,212,COOL
229.36,-12.86,212,COOL
229.86,-12.86,212,COOL
230.36,-13.16,212,COOL
230.86,-12.86,212,COOL
231.36,-13.16,212,COOL
231.86,-13.16,212,COOL
232.36,-13.47,212,COOL
232.86,-13.63,212,COOL
233.36,-13.32,212,COOL
233.86,-13.16,212,COOL
234.36,-13.63,212,COOL
234.86,-14.26,212,COOL
235.36,-12.71,212,COOL
235.86,-13.63,212,COOL
236.36,-13.78,212,COOL
236.86,-13.78,212,COOL
237.36,-13.63,212,COOL
237.86,-13.94,212,COOL
238.36,-14.1,212,COOL
238.86,-13.78,212,COOL
239.36,-13.32,212,COOL
239.86,-13.94,212,COOL
240.36,-13.78,212,COOL
240.86,-13.94,212,COOL
241.36,-13.78,212,COOL
241.86,-14.42,212,COOL
242.36,-14.26,212,COOL
242.86,-13.78,212,COOL
243.36,-14.58,212,COOL
243.86,-14.42,212,COOL
244.36,-13.78,212,COOL
244.86,-14.58,212,COOL
245.36,-14.1,212,COOL
245.86,-14.74,212,COOL
246.36,-14.74,212,COOL
246.86,-13.63,212,COOL
247.36,-14.42,212,COOL
247.86,-14.74,212,COOL
248.36,-14.1,212,COOL
248.86,-13.94,212,COOL
249.36,-14.42,212,COOL
249.86,-14.74,212,COOL
250.36,-14.9,212,COOL
250.86,-14.74,212,COOL
251.36,-15.06,212,COOL
251.86,-14.74,212,COOL
252.36,-14.1,212,COOL
252.86,-14.58,212,COOL
253.36,-14.74,212,COOL
253.86,-14.58,212,COOL
254.36,-14.58,212,COOL
254.86,-15.39,212,COOL
255.36,-14.42,212,COOL
255.86,-14.1,212,COOL
256.36,-15.39,212,COOL
256.86,-14.58,212,COOL
257.36,-14.9,212,COOL
257.86,-14.42,212,COOL
258.36,-14.26,212,COOL
258.86,-15.06,212,COOL
259.36,-15.06,212,COOL
259.86,-15.06,212,COOL
260.36,-15.06,212,COOL
260.86,-14.58,212,COOL
261.36,-15.39,212,COOL
261.86,-15.9,212,COOL
262.36,-15.06,212,COOL
262.86,-15.23,212,COOL
263.36,-14.9,212,COOL
263.86,-15.06,212,COOL
264.36,-15.06,212,COOL
264.86,-14.58,212,COOL
265.36,-15.56,212,COOL
265.86,-15.73,212,COOL
266.36,-14.58,212,COOL
266.86,-15.39,212,COOL
267.36,-15.56,212,COOL
267.86,-15.39,212,COOL
268.36,-15.39,212,COOL
268.86,-15.73,212,COOL
269.36,-15.23,212,COOL
269.86,-15.56,212,COOL
270.36,-15.23,212,COOL
270.86,-15.56,212,COOL
271.36,-15.73,212,COOL
271.86,-14.9,212,COOL
272.36,-15.73,212,COOL
272.86,-15.06,212,COOL
273.36,-15.56,212,COOL
273.86,-15.23,212,COOL
274.36,-15.06,212,COOL
274.86,-14.74,212,COOL
275.36,-14.42,212,COOL
275.86,-14.1,212,COOL
276.36,-13.78,212,COOL
276.86,-13.47,212,COOL
277.36,-13.16,212,COOL
277.86,-12.86,212,COOL
278.36,-12.41,212,COOL
278.86,-12.26,212,COOL
279.36,-11.97,212,COOL
279.86,-11.68,212,COOL
280.36,-11.39,212,COOL
280.86,-11.1,212,COOL
281.36,-10.82,212,COOL
281.86,-10.54,212,COOL
282.36,-10.4,212,COOL
282.86,-10.12,212,COOL
283.36,-9.99,212,COOL
283.86,-9.71,212,COOL
284.36,-9.58,212,COOL
284.86,-9.31,212,COOL
285.36,-9.04,212,COOL
285.86,-8.91,212,COOL
286.36,-8.65,212,COOL
286.86,-8.51,212,COOL
287.36,-8.38,212,COOL
287.86,-8.13,212,COOL
288.36,-8.0,212,COOL
288.86,-7.87,212,COOL
289.36,-7.74,212,COOL
289.86,-7.49,212,COOL
290.36,-7.36,212,COOL
290.86,-7.23,212,COOL
291.36,-7.11,212,COOL
291.86,-6.98,212,COOL
292.36,-6.73,212,COOL
292.86,-6.61,212,COOL
293.36,-6.49,212,COOL
293.86,-6.36,212,COOL
294.36,-6.24,212,COOL
294.86,-6.12,212,COOL
295.36,-6.0,212,COOL
295.86,-5.88,212,COOL
296.36,-5.64,212,COOL
296.86,-5.52,212,COOL
297.36,-5.4,212,COOL
297.86,-5.28,212,COOL
298.36,-5.16,212,COOL
298.86,-5.04,212,COOL
299.36,-4.92,212,COOL
299.86,-4.81,212,COOL
300.36,-4.57,212,COOL
300.86,-4.57,212,COOL
301.36,-4.46,212,COOL
301.86,-4.34,212,COOL
302.36,-4.22,212,COOL
302.86,-4.11,212,COOL
303.36,-3.88,212,COOL
303.86,-3.88,212,COOL
304.36,-3.65,212,COOL
304.86,-3.65,212,COOL
305.36,-3.54,212,COOL
305.86,-3.42,212,COOL
306.36,-3.31,212,COOL
306.86,-3.09,212,COOL
307.36,-3.09,212,COOL
307.86,-2.97,212,COOL
308.36,-2.86,212,COOL
308.86,-2.75,212,COOL
309.36,-2.64,212,COOL
309.86,-2.64,212,COOL
310.36,-2.53,212,COOL
310.86,-2.42,212,COOL
311.36,-2.31,212,COOL
311.86,-2.2,212,COOL
312.36,-2.09,212,COOL
312.86,-1.98,212,COOL
313.36,-1.87,212,COOL
313.86,-1.76,212,COOL
314.36,-1.65,212,COOL
314.86,-1.54,212,COOL
315.36,-1.44,212,COOL
315.86,-1.44,212,COOL
316.36,-1.33,212,COOL
316.86,-1.22,212,COOL
317.36,-1.22,212,COOL
317.86,-1.01,212,COOL
318.36,-1.01,212,COOL
318.86,-0.9,212,COOL
319.36,-0.79,212,COOL
319.86,-0.69,212,COOL
320.36,-0.69,212,COOL
320.86,-0.58,212,COOL
321.36,-0.47,212,COOL
321.86,-0.47,212,COOL
322.36,-0.37,212,COOL
322.86,-0.26,212,COOL
323.36,-0.26,212,COOL
323.86,-0.16,212,COOL
324.36,-0.05,212,COOL
324.86,0.05,212,COOL
325.36,0.05,212,COOL
325.86,0.15,212,COOL
326.36,0.26,212,COOL
326.86,0.26,212,COOL
327.36,0.36,212,COOL
327.86,0.47,212,COOL
328.36,0.47,212,COOL
328.86,0.57,212,COOL
329.36,0.67,212,COOL
329.86,0.78,212,COOL
330.36,0.78,212,COOL
330.86,0.88,212,COOL
331.36,0.98,212,COOL
331.86,0.98,212,COOL
332.36,1.08,212,COOL
332.86,1.18,212,COOL
333.36,1.18,212,COOL
333.86,1.29,212,COOL
334.36,1.39,212,COOL
334.86,1.49,212,COOL
335.36,1.49,212,COOL
335.86,1.59,212,COOL
336.36,1.59,212,COOL
336.86,1.69,212,COOL
337.36,1.79,212,COOL
337.86,1.79,212,COOL
338.36,1.89,212,COOL
338.86,1.99,212,COOL
339.36,1.99,212,COOL
339.86,2.09,212,COOL
340.36,2.19,212,COOL
340.86,2.19,212,COOL
341.36,2.29,212,COOL
341.86,2.39,212,COOL
342.36,2.39,212,COOL
342.86,2.49,212,COOL
343.36,2.59,212,COOL
343.86,2.59,212,COOL
344.36,2.69,212,COOL
344.86,2.79,212,COOL
345.36,2.79,212,COOL
345.86,2.89,212,COOL
346.36,2.89,212,COOL
346.86,2.99,212,COOL
347.36,2.99,212,COOL
347.86,3.09,212,COOL
348.36,3.09,212,COOL
348.86,3.19,212,COOL
349.36,3.28,212,COOL
349.86,3.28,212,COOL
350.36,3.38,212,COOL
350.86,3.38,212,COOL
351.36,3.38,212,COOL
351.86,3.48,212,COOL
352.36,3.58,212,COOL
352.86,3.58,212,COOL
353.36,3.67,212,COOL
353.86,3.67,212,COOL
354.36,3.77,212,COOL
354.86,3.77,212,COOL
355.36,3.87,212,COOL
355.86,3.87,212,COOL
356.36,3.97,212,COOL
356.86,3.97,212,COOL
357.36,3.97,212,COOL
357.86,4.06,212,COOL
358.36,4.16,212,COOL
358.86,4.16,212,COOL
359.36,4.26,212,COOL
359.86,4.26,212,COOL
360.36,4.35,212,COOL
360.86,4.35,212,COOL
361.36,4.45,212,COOL
361.86,4.45,212,COOL
362.36,4.54,212,COOL
362.86,4.54,212,COOL
363.36,4.64,212,COOL
363.86,4.64,212,COOL
364.36,4.74,212,COOL
364.86,4.74,212,COOL
365.36,4.74,212,COOL
365.86,4.83,212,COOL
